tracking_number,recipient_name,address_line_1,address_line_2,city,state,zip,weight_oz,length_in,width_in,height_in,hazmat_flag,sunday_eligible,pod_required,service_type,delivery_notes
940030000000000510,Recipient 510,210 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000511,Recipient 511,211 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000512,Recipient 512,212 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000513,Recipient 513,213 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000514,Recipient 514,214 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000515,Recipient 515,215 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000516,Recipient 516,216 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000517,Recipient 517,217 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000518,Recipient 518,218 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000519,Recipient 519,219 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000520,Recipient 520,220 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000521,Recipient 521,221 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000522,Recipient 522,222 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000523,Recipient 523,223 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000524,Recipient 524,224 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000525,Recipient 525,225 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000526,Recipient 526,226 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000527,Recipient 527,227 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000528,Recipient 528,228 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000529,Recipient 529,229 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000530,Recipient 530,230 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000531,Recipient 531,231 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000532,Recipient 532,232 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000533,Recipient 533,233 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000534,Recipient 534,234 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000535,Recipient 535,235 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000536,Recipient 536,236 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000537,Recipient 537,237 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000538,Recipient 538,238 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000539,Recipient 539,239 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000540,Recipient 540,240 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000541,Recipient 541,241 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000542,Recipient 542,242 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000543,Recipient 543,243 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000544,Recipient 544,244 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000545,Recipient 545,245 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000546,Recipient 546,246 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000547,Recipient 547,247 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000548,Recipient 548,248 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000549,Recipient 549,249 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000550,Recipient 550,250 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000551,Recipient 551,251 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000552,Recipient 552,252 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000553,Recipient 553,253 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000554,Recipient 554,254 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000555,Recipient 555,255 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000556,Recipient 556,256 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000557,Recipient 557,257 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000558,Recipient 558,258 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000559,Recipient 559,259 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000560,Recipient 560,260 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000561,Recipient 561,261 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000562,Recipient 562,262 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000563,Recipient 563,263 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000564,Recipient 564,264 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000565,Recipient 565,265 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000566,Recipient 566,266 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000567,Recipient 567,267 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000568,Recipient 568,268 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000569,Recipient 569,269 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000570,Recipient 570,270 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000571,Recipient 571,271 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000572,Recipient 572,272 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000573,Recipient 573,273 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000574,Recipient 574,274 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000575,Recipient 575,275 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000576,Recipient 576,276 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000577,Recipient 577,277 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000578,Recipient 578,278 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000579,Recipient 579,279 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000580,Recipient 580,280 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000581,Recipient 581,281 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000582,Recipient 582,282 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000583,Recipient 583,283 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000584,Recipient 584,284 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000585,Recipient 585,285 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000586,Recipient 586,286 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000587,Recipient 587,287 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000588,Recipient 588,288 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000589,Recipient 589,289 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000590,Recipient 590,290 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000591,Recipient 591,291 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000592,Recipient 592,292 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000593,Recipient 593,293 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000594,Recipient 594,294 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000595,Recipient 595,295 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000596,Recipient 596,296 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000597,Recipient 597,297 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000598,Recipient 598,298 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000599,Recipient 599,299 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000600,Recipient 600,100 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000601,Recipient 601,101 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000602,Recipient 602,102 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000603,Recipient 603,103 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000604,Recipient 604,104 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000605,Recipient 605,105 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000606,Recipient 606,106 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000607,Recipient 607,107 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000608,Recipient 608,108 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000609,Recipient 609,109 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000610,Recipient 610,110 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000611,Recipient 611,111 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000612,Recipient 612,112 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000613,Recipient 613,113 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000614,Recipient 614,114 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000615,Recipient 615,115 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000616,Recipient 616,116 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000617,Recipient 617,117 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000618,Recipient 618,118 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000619,Recipient 619,119 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000620,Recipient 620,120 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000621,Recipient 621,121 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000622,Recipient 622,122 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000623,Recipient 623,123 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000624,Recipient 624,124 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000625,Recipient 625,125 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000626,Recipient 626,126 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000627,Recipient 627,127 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000628,Recipient 628,128 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000629,Recipient 629,129 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000630,Recipient 630,130 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000631,Recipient 631,131 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000632,Recipient 632,132 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000633,Recipient 633,133 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000634,Recipient 634,134 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000635,Recipient 635,135 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000636,Recipient 636,136 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000637,Recipient 637,137 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000638,Recipient 638,138 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000639,Recipient 639,139 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000640,Recipient 640,140 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000641,Recipient 641,141 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000642,Recipient 642,142 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000643,Recipient 643,143 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000644,Recipient 644,144 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000645,Recipient 645,145 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000646,Recipient 646,146 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000647,Recipient 647,147 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000648,Recipient 648,148 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000649,Recipient 649,149 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000650,Recipient 650,150 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000651,Recipient 651,151 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000652,Recipient 652,152 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000653,Recipient 653,153 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000654,Recipient 654,154 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000655,Recipient 655,155 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000656,Recipient 656,156 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000657,Recipient 657,157 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000658,Recipient 658,158 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000659,Recipient 659,159 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000660,Recipient 660,160 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000661,Recipient 661,161 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000662,Recipient 662,162 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000663,Recipient 663,163 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000664,Recipient 664,164 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000665,Recipient 665,165 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000666,Recipient 666,166 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000667,Recipient 667,167 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000668,Recipient 668,168 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000669,Recipient 669,169 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000670,Recipient 670,170 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000671,Recipient 671,171 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000672,Recipient 672,172 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000673,Recipient 673,173 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000674,Recipient 674,174 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000675,Recipient 675,175 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000676,Recipient 676,176 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000677,Recipient 677,177 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000678,Recipient 678,178 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000679,Recipient 679,179 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000680,Recipient 680,180 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000681,Recipient 681,181 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000682,Recipient 682,182 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000683,Recipient 683,183 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000684,Recipient 684,184 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000685,Recipient 685,185 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000686,Recipient 686,186 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000687,Recipient 687,187 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000688,Recipient 688,188 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000689,Recipient 689,189 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000690,Recipient 690,190 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000691,Recipient 691,191 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000692,Recipient 692,192 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000693,Recipient 693,193 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000694,Recipient 694,194 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000695,Recipient 695,195 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000696,Recipient 696,196 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000697,Recipient 697,197 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000698,Recipient 698,198 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000699,Recipient 699,199 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000700,Recipient 700,200 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000701,Recipient 701,201 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000702,Recipient 702,202 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000703,Recipient 703,203 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000704,Recipient 704,204 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000705,Recipient 705,205 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000706,Recipient 706,206 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000707,Recipient 707,207 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000708,Recipient 708,208 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000709,Recipient 709,209 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000710,Recipient 710,210 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000711,Recipient 711,211 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000712,Recipient 712,212 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000713,Recipient 713,213 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000714,Recipient 714,214 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000715,Recipient 715,215 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000716,Recipient 716,216 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000717,Recipient 717,217 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000718,Recipient 718,218 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000719,Recipient 719,219 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000720,Recipient 720,220 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000721,Recipient 721,221 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000722,Recipient 722,222 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000723,Recipient 723,223 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000724,Recipient 724,224 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000725,Recipient 725,225 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000726,Recipient 726,226 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000727,Recipient 727,227 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000728,Recipient 728,228 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000729,Recipient 729,229 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000730,Recipient 730,230 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000731,Recipient 731,231 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000732,Recipient 732,232 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000733,Recipient 733,233 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000734,Recipient 734,234 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000735,Recipient 735,235 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000736,Recipient 736,236 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000737,Recipient 737,237 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000738,Recipient 738,238 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000739,Recipient 739,239 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000740,Recipient 740,240 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000741,Recipient 741,241 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000742,Recipient 742,242 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000743,Recipient 743,243 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000744,Recipient 744,244 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000745,Recipient 745,245 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000746,Recipient 746,246 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000747,Recipient 747,247 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000748,Recipient 748,248 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000749,Recipient 749,249 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000750,Recipient 750,250 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000751,Recipient 751,251 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000752,Recipient 752,252 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000753,Recipient 753,253 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000754,Recipient 754,254 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000755,Recipient 755,255 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000756,Recipient 756,256 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000757,Recipient 757,257 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000758,Recipient 758,258 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000759,Recipient 759,259 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000760,Recipient 760,260 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000761,Recipient 761,261 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000762,Recipient 762,262 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
